Genero,avg(Precio)
Violent;Gore;Action;Casual;Indie;Early Access,3.4566666086514792
Violent;Gore;Action;Casual;Indie;Racing,11.390000343322754
Violent;Gore;Action;Casual;Indie;Strategy;Early Access,0.0
Violent;Gore;Action;Casual;Sports,3.990000009536743
Violent;Gore;Action;Casual;Strategy,1.690000057220459
Violent;Gore;Action;Free to Play,0.0
Violent;Gore;Action;Free to Play;Indie,0.0
Violent;Gore;Action;Free to Play;Indie;Massively Multiplayer,0.0
Violent;Gore;Action;Indie,4.813392875449998
Violent;Gore;Action;Indie;Early Access,5.43363636190241
Violent;Gore;Action;Indie;Massively Multiplayer,6.989999771118164
Violent;Gore;Action;Indie;Massively Multiplayer;Early Access,0.7900000214576721
Violent;Gore;Action;Indie;Massively Multiplayer;RPG;Simulation;Strategy,3.990000009536743
Violent;Gore;Action;Indie;RPG,10.390000104904175
Violent;Gore;Action;Indie;RPG;Early Access,15.239999771118164
Violent;Gore;Action;Indie;RPG;Simulation;Early Access,15.489999771118164
Violent;Gore;Action;Indie;RPG;Strategy,5.190000057220459
Violent;Gore;Action;Indie;RPG;Strategy;Early Access,7.190000057220459
Violent;Gore;Action;Indie;Racing,3.856666644414266
Violent;Gore;Action;Indie;Simulation,7.4499999523162845
Violent;Gore;Action;Indie;Simulation;Sports;Early Access,4.789999961853027
Violent;Gore;Action;Indie;Simulation;Sports;Strategy,6.989999771118164
Violent;Gore;Action;Indie;Sports;Strategy,0.0
Violent;Gore;Action;Indie;Strategy,10.756666660308838
Violent;Gore;Action;Massively Multiplayer;RPG;Simulation,3.990000009536743
Violent;Gore;Action;Simulation;Sports,0.7900000214576721
Violent;Gore;Action;Strategy;Early Access,2.890000104904175
Violent;Gore;Adventure,10.47199993133545
Violent;Gore;Adventure;Casual;Free to Play;Indie,0.0
Violent;Gore;Adventure;Casual;Indie,1.9150000363588333
Violent;Gore;Adventure;Casual;Indie;RPG,5.190000057220459
Violent;Gore;Adventure;Casual;Indie;Strategy,2.890000104904175
Violent;Gore;Adventure;Casual;RPG,0.7900000214576721
Violent;Gore;Adventure;Free to Play;Indie,0.0
Violent;Gore;Adventure;Indie,4.484444436099794
Violent;Gore;Adventure;Indie;Early Access,4.989999890327454
Violent;Gore;Adventure;Indie;RPG,3.2233332693576813
Violent;Gore;Adventure;Indie;RPG;Early Access,13.59000015258789
Violent;Gore;Adventure;Indie;Simulation,3.556666632493337
Violent;Gore;Adventure;Indie;Simulation;Strategy,3.990000009536743
Violent;Gore;Adventure;Indie;Strategy,3.990000009536743
Violent;Gore;Adventure;Indie;Strategy;Early Access,13.0
Violent;Gore;Adventure;RPG,12.740000486373901
Violent;Gore;Casual,0.7900000214576721
Violent;Gore;Casual;Free to Play;Indie;Strategy,0.0
Violent;Gore;Casual;Indie,6.090000182390213
Violent;Gore;Casual;Indie;RPG;Simulation;Early Access,10.289999961853027
Violent;Gore;Casual;Indie;Simulation;Sports,2.7899999618530273
Violent;Gore;Casual;Indie;Strategy,2.890000104904175
Violent;Gore;Indie,3.931333339214325
Violent;Gore;Indie;Early Access,5.990000009536743
Violent;Gore;Indie;Massively Multiplayer;Early Access,4.789999961853027
Violent;Gore;Indie;Sports,2.890000104904175
Violent;Gore;Indie;Strategy,10.989999771118164
Violent;Gore;RPG;Early Access,1.9900000095367432
Violent;Gore;Simulation;Early Access,0.7900000214576721
Violent;Gore;Strategy,2.7899999618530273
Violent;Indie,3.404285728931427
Violent;Indie;Early Access,7.039999961853027
Violent;Indie;RPG,0.0
Violent;Indie;Strategy;Early Access,6.190000057220459
Violent;RPG,22.440000772476196
Violent;RPG;Strategy,8.59000015258789
Violent;Simulation,3.990000009536743
Violent;Simulation;Early Access,4.789999961853027
Violent;Sports,8.989999771118164
Violent;Strategy,15.489999771118164
Web Publishing,18.989999771118164
